content,offset,samples,alpha,beta,gamma,delta,theta
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,21000,15,0.343452117,0.504951625,0.686673145,0.665128464,0.421176201
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,22000,14,0.894812621,0.731344641,0.770855714,0.29921295,0.900850235
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,23000,13,0.515380125,0.865866939,0.651606287,0.638411884,0.848988525
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,24000,13,0.160697554,0.551662096,0.294622409,-0.049299873,0.207813145
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,25000,16,0.374764741,0.994970566,0.678037577,0.338452896,0.400948225
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,26000,14,0.503426675,0.690258712,0.7262025,0.114900731,0.118473331
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,27000,15,0.690365966,0.659724042,0.877855,0.538484431,0.404856343
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,28000,14,0.379040852,0.353193782,0.532088894,0.060365034,-0.199815759
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,29000,16,0.526564448,0.390015129,0.377443492,0.317380894,0.140598311
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,30000,16,0.289988612,0.707029915,0.368956128,0.358691824,0.594510432
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,31000,12,0.079501768,0.694840543,0.551825086,-0.180342486,0.134273566
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,32000,16,0.612619023,0.527830099,0.460747597,0.052543101,0.086671461
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,33000,14,0.266216344,0.645198986,0.345094303,-0.074542659,0.076034591
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,34000,13,0.499929495,0.388868772,0.103904762,-0.08544187,0.332090446
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,35000,14,0.443913536,0.405616676,0.408009733,-0.079427317,-0.131374551
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,36000,16,0.47346928,0.595994048,0.54015755,0.219090087,0.157676703
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,37000,14,0.503066381,0.670125738,0.623354593,0.004939647,0.418972238
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,38000,13,0.298973046,0.718424286,0.439586078,-0.168423092,0.054748868
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,39000,16,0.16313718,0.303813324,0.381924432,-0.236988399,-0.030334312
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,40000,14,0.556081998,0.39014329,0.682657096,0.353068018,0.507007359
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,41000,15,0.36311089,0.357092156,0.130535311,0.118524505,0.502466785
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,42000,12,0.367612229,0.455481948,0.450456951,0.717540585,0.81602788
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,43000,12,1.272488427,0.798052018,0.607385743,0.793052562,1.144386397
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,44000,13,0.920670197,0.294275096,0.408849832,0.595828938,0.60868881
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,45000,16,0.518949249,0.535506861,0.58107373,0.760516288,0.543386286
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,46000,15,0.326570821,0.616166555,0.490442009,-0.154910503,0.279037925
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,47000,12,0.801086887,0.549607394,0.23597926,-0.159063955,0.069033102
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,48000,17,0.778392062,0.886790512,0.833537575,0.928104721,0.926108662
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,49000,15,0.132914855,0.153571055,0.147600047,0.560948471,0.213806787
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,50000,16,0.386011142,0.168961494,0.240980021,-0.068207107,-0.040174892
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,51000,13,0.462047531,0.677863693,0.757020414,0.284730535,0.369745826
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,52000,13,0.506556208,0.707370063,0.36884895,0.938504243,0.272689668
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,53000,15,0.198383093,0.326822589,0.175398827,0.389961666,0.247436898
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,54000,13,0.242023361,0.507009629,0.499450009,0.673301755,0.970955601
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,55000,15,0.161762254,0.31054591,0.276579219,0.807497769,0.32292524
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,56000,14,0.567010625,0.421932344,0.447844578,0.673146643,0.998432693
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,57000,14,0.284583559,0.360035937,0.410291884,0.360682663,0.279675613
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,58000,16,1.10120431,1.06586244,1.0015429,0.213301575,0.658556994
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,59000,16,0.357074545,0.473670981,0.602157989,0.118223468,0.170084273
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,60000,12,0.245446444,0.537344853,0.334739337,0.338029881,0.633202095
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,61000,15,0.541113369,0.422135135,0.89020387,0.293321742,0.189057619
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,62000,15,0.364791021,0.722356328,0.671095685,0.301996782,0.167283942
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,63000,13,0.541077117,0.473720827,0.578916748,0.431248836,0.497780345
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,64000,14,0.246996371,0.246789069,0.288048597,0.089794908,0.161804051
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,65000,15,0.460407369,0.5058698,0.675654449,0.247611197,0.470208624
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,66000,15,0.45889131,0.558664171,0.402958403,0.999255556,0.623314247
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,67000,13,0.558491138,0.537841097,0.653832787,0.638932996,1.080995065
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,68000,14,1.236123399,0.923795244,1.064182225,1.097212336,1.017916367
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,69000,15,0.398040305,0.441646368,0.573357586,0.150616089,0.417754177
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,70000,13,0.673256545,0.719715459,0.824194973,0.272381925,0.144539951
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,71000,16,0.384401968,0.457427503,0.379109901,0.322681646,0.14265882
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,72000,14,0.605595053,0.771789716,1.214591515,0.567633884,0.749857291
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,73000,15,0.485163358,0.428296839,0.630806523,0.003187966,0.289848583
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,74000,12,0.287113375,0.290781005,0.244350709,0.326536615,0.703187198
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,75000,16,0.941444778,0.487456101,0.749554824,0.647140162,0.534039473
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,76000,14,0.616347228,0.555131531,1.136543485,0.096264615,0.64484004
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,77000,15,1.571164765,1.316838352,1.370671231,0.359168182,1.304716181
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,78000,12,0.95278517,0.721918916,1.045145283,0.072060935,0.47914579
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,79000,16,1.599423847,1.004966332,1.217843105,0.723256307,1.407696226
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,80000,14,0.873532344,0.484469275,0.377474584,0.69439099,0.817907434
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,81000,15,0.611521106,0.655177907,0.682024515,0.968741455,0.594675252
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,82000,12,0.370331502,0.949874812,0.524748346,0.376883888,0.59110964
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,83000,13,1.15968295,0.869728531,1.130154175,0.90726147,0.525793326
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,84000,13,0.919020821,0.69222773,0.956912702,0.969440131,1.22164667
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,85000,14,0.22494259,0.390056843,0.58302584,0.48652563,0.279070233
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,86000,14,0.588458462,0.845782246,0.706222856,0.455016182,0.604779253
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,87000,15,0.541408692,0.71883337,0.418752346,1.016786131,0.817567127
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,88000,14,0.586456812,0.678245,0.411586788,0.747522115,0.202584777
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,89000,15,0.507650025,0.923016601,0.505957704,0.706096688,0.528958991
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,90000,14,0.652036034,0.758395624,0.80341753,0.669400008,0.503583419
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,91000,14,0.808536597,0.883084876,1.331945028,0.606565269,0.611858484
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,92000,15,0.451807628,0.657699195,0.557347568,0.12255718,0.493057749
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,93000,14,1.136835422,0.846375949,0.788463626,1.153014215,1.148881056
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,94000,12,0.879273176,0.884633574,1.369231397,0.857202973,0.431643208
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,95000,15,0.470619112,0.921485458,1.144134022,0.613480204,0.285502265
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,96000,14,0.546027873,0.210449873,0.3828764,0.37756771,0.174687682
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,97000,16,0.31815092,0.723032228,1.182817002,0.274365262,0.581332321
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,98000,14,0.520655216,0.532737435,0.857254219,0.165867159,0.41693825
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,99000,13,1.052440693,0.808686651,0.595565012,0.165066434,0.38167804
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,100000,14,0.542592787,0.403075176,0.771618856,0.067159174,-0.009828628
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,101000,15,0.897531249,0.782337894,1.079664917,0.87038519,1.204061175
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,102000,12,0.544456304,0.59274499,0.560856305,0.012271175,0.434997332
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,103000,14,0.741092288,0.947008211,0.633971824,0.117506014,0.418450956
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,104000,13,0.09093081,0.210835,0.416377306,0.047680528,0.037165457
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,105000,13,1.769249803,0.743181127,1.187332293,0.836033972,0.993731646
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,106000,14,0.753604974,1.303081867,1.137458718,0.588556358,0.569018228
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,107000,14,0.990251438,0.844147564,0.944622016,0.834629941,0.320338985
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,108000,14,0.793917604,1.262520134,1.08408065,0.897869054,0.641303913
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,109000,15,0.305999941,1.092295995,0.885740377,0.222129429,0.479777827
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,110000,16,0.491854383,0.681780589,0.738114056,0.354987312,0.83549891
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,111000,14,0.54991419,0.48557148,0.77337741,0.311451996,0.631162601
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,112000,14,0.196684208,0.346434634,0.950006362,-0.005615102,0.082346739
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,113000,14,0.32632386,0.478799294,0.372954925,0.282945206,0.75105992
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,114000,14,0.449376247,0.396391187,0.509358793,0.630569655,0.423091842
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,115000,14,0.217451443,0.564089571,0.560181748,0.41176016,0.194814353
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,116000,15,0.218759809,0.245893792,0.222612271,0.062485144,0.007134799
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,117000,14,0.44270948,0.815914058,0.405181588,0.4858098,0.167391762
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,118000,15,0.643052472,0.608696723,1.169982384,1.168110706,1.343386087
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,119000,12,0.428471125,0.37868062,0.298247649,0.424505284,0.415505231
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,120000,14,0.096267707,0.359829024,0.35933787,-0.017424238,0.434973112
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,121000,15,0.271395294,0.3971272,0.528927743,0.392355744,0.319861392
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,122000,16,0.254811946,0.320664528,0.252095532,0.638495814,0.325450769
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,123000,14,1.440376891,1.381270303,1.151291752,0.23170419,0.922694994
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,124000,11,0.268766461,0.120410845,0.0287615,0.253577154,0.17909912
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,125000,16,0.473511891,0.672058411,0.787473157,0.595913193,0.308591395
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,126000,16,0.379897869,0.682031629,0.517446768,0.412673898,0.321050246
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,127000,14,0.510017884,0.533923073,1.082146871,0.178485924,0.571247909
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,128000,12,0.790623754,0.304481883,0.372459262,0.433565021,0.409550973
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,129000,15,0.681522396,0.351377564,0.609362291,0.232761781,0.399682768
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,130000,16,0.842049497,0.627553994,0.54294734,0.0419557,0.57552245
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,131000,13,0.643068166,0.924260321,1.031172812,1.100222724,0.836273241
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,132000,15,0.783763231,0.671081104,0.973025378,0.466652523,0.84440895
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,133000,13,0.50777607,0.754690146,0.762006491,0.482002621,0.516255142
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,134000,13,0.613694643,0.700549496,0.861309168,1.163126595,0.725460267
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,135000,15,0.345865421,0.403359349,0.55993595,0.41103738,0.439119227
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,136000,14,0.829452653,0.48358306,0.495375959,0.624966701,0.425782285
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,137000,15,0.143521661,0.299049638,0.520397248,0.132475035,0.273676322
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,138000,11,1.366095161,0.912148431,0.75045358,0.333985511,1.174162357
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,139000,15,0.446063272,0.29543659,0.63253966,0.294564879,0.072569768
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,140000,17,0.193586935,0.453072259,0.376044906,0.119550029,0.41333406
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,141000,13,0.323183583,0.250622294,0.496705168,0.045860959,0.454505509
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,142000,13,0.213857714,0.315944623,0.402165034,-0.015504807,-0.037564018
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,143000,14,0.529008561,0.764797433,0.92750571,0.121466314,0.326341087
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,144000,12,0.495719014,0.280273893,0.405671529,-0.040912372,0.476824419
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,145000,17,0.550030636,0.498088755,0.717929099,0.39220843,0.178864124
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,146000,14,0.912601772,0.96462616,0.665024529,0.677392209,0.756780914
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,147000,12,0.151431227,0.515735285,0.233443205,-0.088531055,-0.162802128
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,148000,17,0.745750166,0.649989855,0.688215047,0.04413067,0.454539677
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,149000,12,0.503006107,0.26025535,0.268170905,0.38108373,0.200399679
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,150000,17,0.272660182,0.859022801,0.484212923,0.426755374,0.741316526
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,151000,15,0.489686555,0.527418069,0.587317421,0.203165053,0.429199342
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,152000,15,0.737583311,0.784156687,1.002438587,0.815120012,0.636454321
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,153000,14,0.585876196,0.75809673,0.752180043,0.465299798,0.479524351
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,154000,13,0.112385155,0.310576041,0.337205551,-0.207334866,0.005189473
896dc65f75bbdbdffb12305a01445c9ca4a7757e.webm,155000,12,0.187298869,0.372455703,0.103878721,0.039363086,-0.066145167
c83b5bf46b125f8d91502bc12111635b2391b560.webm,0,15,0.245784671,0.298707355,0.083129509,0.661453081,0.818763291
c83b5bf46b125f8d91502bc12111635b2391b560.webm,1000,13,0.654986203,0.148306989,0.434092565,0.11004138,0.301422329
c83b5bf46b125f8d91502bc12111635b2391b560.webm,2000,16,1.030956226,0.592059817,0.402476416,0.723534841,0.61749684
c83b5bf46b125f8d91502bc12111635b2391b560.webm,3000,14,0.564381705,0.491609794,0.310277593,0.532158853,0.763347358
c83b5bf46b125f8d91502bc12111635b2391b560.webm,4000,16,0.578990556,0.987137835,0.56327164,0.748573476,0.699245215
c83b5bf46b125f8d91502bc12111635b2391b560.webm,5000,14,1.221927682,1.152417058,0.838852275,0.671574413,0.865387229
c83b5bf46b125f8d91502bc12111635b2391b560.webm,6000,15,0.539765279,0.746234775,0.482046608,1.02393378,0.928540504
c83b5bf46b125f8d91502bc12111635b2391b560.webm,7000,12,0.286092581,0.353259464,0.501254963,0.678266708,0.601769002
c83b5bf46b125f8d91502bc12111635b2391b560.webm,8000,14,1.245840796,1.844070014,1.361999411,0.663721235,1.124798792
c83b5bf46b125f8d91502bc12111635b2391b560.webm,9000,14,0.756878114,1.004024762,0.649346473,0.783168259,1.021541257
c83b5bf46b125f8d91502bc12111635b2391b560.webm,10000,14,0.46595356,0.547983806,0.485940503,0.58470615,0.245505678
c83b5bf46b125f8d91502bc12111635b2391b560.webm,11000,13,0.995610502,1.098894014,0.816461698,0.555149314,0.669072465
c83b5bf46b125f8d91502bc12111635b2391b560.webm,12000,16,1.141785822,1.185274391,0.825577782,0.187720979,0.588734739
c83b5bf46b125f8d91502bc12111635b2391b560.webm,13000,15,0.389621379,0.749305565,0.25727437,0.946323429,0.142921382
c83b5bf46b125f8d91502bc12111635b2391b560.webm,14000,16,0.723367476,1.011364127,0.720904992,0.500020016,0.689310324
c83b5bf46b125f8d91502bc12111635b2391b560.webm,15000,13,0.740107719,0.603250405,0.373766584,-0.15899285,0.152363575
c83b5bf46b125f8d91502bc12111635b2391b560.webm,16000,12,0.546697016,0.344544311,0.156621017,-0.160820298,-0.014785095
c83b5bf46b125f8d91502bc12111635b2391b560.webm,17000,14,0.804193829,1.127775461,0.860688039,0.280570193,0.490175243
c83b5bf46b125f8d91502bc12111635b2391b560.webm,18000,15,0.155527469,0.91156034,0.233683599,0.110905088,0.15502029
c83b5bf46b125f8d91502bc12111635b2391b560.webm,19000,17,0.177189792,0.47277648,0.290856512,0.072643487,0.125310808
c83b5bf46b125f8d91502bc12111635b2391b560.webm,20000,11,0.695166332,0.530820386,0.268889264,0.243233569,0.541885579
c83b5bf46b125f8d91502bc12111635b2391b560.webm,21000,17,0.599330582,0.62129539,0.189266696,0.198324928,0.678832412
c83b5bf46b125f8d91502bc12111635b2391b560.webm,22000,14,0.751000337,0.968925189,0.380978229,0.76252016,0.211155391
c83b5bf46b125f8d91502bc12111635b2391b560.webm,23000,16,0.167780878,0.381032327,0.278183959,0.056911327,0.174956794
c83b5bf46b125f8d91502bc12111635b2391b560.webm,24000,14,0.287275166,0.301272515,0.30098527,-0.170711944,-0.00726426
c83b5bf46b125f8d91502bc12111635b2391b560.webm,25000,13,0.935287105,0.871337902,0.583220656,0.0217445,0.42978096
c83b5bf46b125f8d91502bc12111635b2391b560.webm,26000,13,0.563636223,0.363281809,0.456988639,-0.094386963,0.549800653
c83b5bf46b125f8d91502bc12111635b2391b560.webm,27000,17,0.38559817,0.625983402,0.666018464,0.228881411,0.321508661
c83b5bf46b125f8d91502bc12111635b2391b560.webm,28000,12,0.613530103,0.875721616,0.893955113,0.694985328,1.189778039
c83b5bf46b125f8d91502bc12111635b2391b560.webm,29000,16,0.699796182,1.06191889,0.546328126,0.290512484,0.525180751
c83b5bf46b125f8d91502bc12111635b2391b560.webm,30000,5,0.228067476,0.427959934,0.228137233,0.232309349,-0.046460364
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,0,15,0.71598575,0.428000141,0.235885755,0.695381775,1.045245931
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,1000,13,0.662294939,0.589966722,0.336084448,0.661649355,0.427492649
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,2000,14,0.602328195,0.46129372,0.197004413,1.100494446,0.493367377
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,3000,15,0.484746199,0.330274943,0.185899761,0.653147724,0.218597948
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,4000,13,0.986417787,0.601027256,0.569955668,1.447693051,1.2734474
2a6a6210a5d6c8b44dfe523e772c98482d7545b0.webm,5000,13,0.454022579,0.436596339,0.238536172,0.903974755,0.781237344
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,0,15,0.267772095,0.708320418,0.287256836,0.31322621,0.521827367
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,1000,14,0.851794148,0.498720238,0.266405558,0.053416457,0.083707925
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,2000,13,0.313684689,0.521482358,0.462480372,-0.158717886,0.148394371
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,3000,11,0.043297646,0.170653622,0.093792873,0.206637334,0.261513698
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,4000,13,0.328314486,0.441223106,0.255709545,0.766360944,0.369212118
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,5000,13,1.413423668,1.557908966,0.982095138,0.668028199,0.537378458
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,6000,13,0.381093512,0.730996835,0.780059218,0.51651127,0.293358862
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,7000,16,1.227273513,0.620667872,0.613181942,0.535886233,0.373912886
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,8000,9,0.036196227,0.304711989,0.024873186,-0.080562844,0.046095074
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,9000,15,1.209187658,1.369943451,1.422852485,0.719264248,1.116609838
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,10000,13,0.372932729,0.560857049,0.726840243,0.517766167,0.117194544
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,11000,15,0.525577034,0.553397456,0.255852159,0.871273758,0.666917837
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,12000,14,1.510779818,1.713902075,0.834865437,1.595846679,1.480806416
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,13000,13,1.306917148,0.856127305,0.901173329,1.180323902,0.996965517
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,14000,13,0.171103681,0.822478688,0.448792529,0.751082212,0.283647196
081d3069853cbc10fba9a175cb2c63f1a635f307.webm,15000,6,0.330461272,0.462975123,0.535015561,1.493942785,0.461185773
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,0,15,0.473117332,0.425560259,0.246471887,0.554689856,0.680826699
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,1000,13,1.025275331,0.982431729,0.769905853,0.998558154,1.300884334
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,2000,15,0.798658612,0.805790108,0.984469514,0.975114581,0.678411699
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,3000,14,0.687983745,0.681586891,0.477061671,0.396817238,0.917455449
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,4000,15,0.583711093,0.776437644,0.550179679,0.532814629,0.379407593
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,5000,15,0.341046569,0.646963,0.59528858,0.850157706,1.154290618
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,6000,13,0.296450013,0.581335031,0.516078211,0.544416429,0.463117231
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,7000,14,0.58358889,0.74548627,0.857347223,0.361643397,0.314677708
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,8000,13,0.468543498,0.872714527,0.802371318,0.568014637,0.513987558
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,9000,13,0.736588789,0.747450847,0.832620717,1.30319389,0.947216211
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,10000,15,0.37966368,0.504108605,0.562059883,0.922568183,0.83392881
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,11000,14,0.2055536,0.170646193,0.34461241,-0.097874099,-0.000364446
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,12000,13,0.747046433,0.665865806,0.647119497,0.751020823,0.688632001
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,13000,16,0.155614106,0.544568038,0.687882604,0.465184361,0.10926144
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,14000,15,0.095449544,0.39339999,0.831476505,0.160191048,0.056931033
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,15000,13,0.0033043,0.360531425,0.579720641,0.141960589,-0.041597868
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,16000,15,0.463479224,0.748993564,1.461468348,0.520176533,0.248607572
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,17000,15,0.613843598,0.924710959,1.393255989,0.306462864,0.546570578
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,18000,12,0.113851369,0.26767944,0.627912201,0.008305226,0.066376303
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,19000,14,0.083535711,0.150416952,0.486880903,0.289670323,-0.051780671
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,20000,14,0.214294606,0.376267084,0.373277295,0.030639931,0.046827987
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,21000,16,0.361259962,0.306610429,0.342908911,0.058243587,0.022015969
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,22000,15,1.03617552,0.589620626,0.54944622,0.322532823,0.244651345
60744dd1ad66e9151bd49b2b45bc356dcc0bb8c5.webm,23000,15,0.469891262,0.636148622,0.726796874,0.291782972,0.544708365
